tapInTime,tapOutTime,tapInStops,tapOutStops,corridorID,corridorName,direction,jenis_kendaraan,durasi_perjalanan
2023-04-17 05:37:11,2023-04-17 06:16:21,B00226P,B00248P,7C,Cibubur - BKN,1.0,Transjabodetabek,39
2023-04-17 09:36:55,2023-04-17 10:56:07,B05029P,B03972P,JAK12,Tanah Abang - Kebayoran Lama via Pos Pengumben,0.0,Mikrotrans,79
2023-04-17 12:14:48,2023-04-17 13:12:32,B06544P,B06551P,JAK86,Term. Rawamangun - Term. Manggarai,1.0,Mikrotrans,58
2023-04-17 05:15:38,2023-04-17 06:42:40,B00792P,B02077P,11N,Rusun Cipinang Muara - Jatinegara,1.0,Tidak Diketahui,87
2023-04-17 11:14:50,2023-04-17 11:46:13,B06777P,B02143P,2B,Harapan Indah - ASMI,1.0,Non reguler BRT,31
2023-04-17 07:56:54,2023-04-17 09:14:49,P00256,P00222,6A,Ragunan - MH Thamrin via Kuningan,1.0,Reguler BRT,78
2023-04-17 09:10:09,2023-04-17 09:35:35,B02472P,B04201P,D11,Depok - BKN,0.0,Transjabodetabek,25
2023-04-17 07:45:22,2023-04-17 09:16:05,B05012P,B03247P,JAK14,Tanah Abang - Meruya,0.0,Mikrotrans,91
2023-04-17 08:37:32,2023-04-17 09:05:47,B04650P,B03389P,JAK03,Lebak Bulus - Andara,1.0,Mikrotrans,28
2023-04-17 10:59:14,2023-04-17 12:18:44,B00064P,B04505P,6C,Stasiun Tebet - Karet via Patra Kuningan,0.0,Non reguler BRT,80
2023-04-17 08:05:52,2023-04-17 08:28:37,P00135,P00238,4D,Pulo Gadung 2 - Kuningan,1.0,Reguler BRT,23
2023-04-17 11:12:56,2023-04-17 12:42:45,B02801P,B03291P,2E,Rusun Rawa Bebek - Kodamar,1.0,Tidak Diketahui,90
2023-04-17 08:52:39,2023-04-17 12:42:45,B05725P,B02830P,1R,Senen - Tanah Abang,0.0,Non reguler BRT,72
2023-04-17 11:58:56,2023-04-17 12:42:45,B04795P,B01549P,JAK32,Lebak Bulus - Petukangan,0.0,Mikrotrans,72
2023-04-17 07:35:14,2023-04-17 08:48:04,P00044,P00144,13B,Puri Beta - Pancoran Barat,0.0,Tidak Diketahui,73
2023-04-17 13:01:40,2023-04-17 13:39:59,P00150,P00038,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,Reguler BRT,38
2023-04-17 08:34:39,2023-04-17 09:59:51,B00340P,B05644P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,Non reguler BRT,85
2023-04-17 08:16:32,2023-04-17 10:06:53,B03344P,B02188P,JAK28,Kp. Rambutan - Taman Wiladatika,1.0,Mikrotrans,110
2023-04-17 13:06:50,2023-04-17 14:15:15,P00273,P00164,M6,Ragunan - MH Thamrin,0.0,Reguler BRT,68
2023-04-17 07:17:18,2023-04-17 08:02:17,B06770P,B04975P,JAK106,Terminal Kampung Melayu - Terminal Klender,1.0,Mikrotrans,45
2023-04-17 08:33:46,2023-04-17 10:17:21,B05908P,B04061P,JAK47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,Mikrotrans,104
2023-04-17 08:54:51,2023-04-17 09:50:48,P00179,P00126,M9,Pinang Ranti - Pluit,0.0,Reguler BRT,56
2023-04-17 07:39:31,2023-04-17 08:22:15,B05544P,B06579P,1K,Cibubur Junction - Blok M,0.0,Royal transjakarta,43
2023-04-17 08:59:19,2023-04-17 10:25:25,B00516P,B06854P,JAK53,Grogol - Pos Pengumben via Slipi,0.0,Mikrotrans,86
2023-04-17 06:23:32,2023-04-17 07:15:15,B05976P,B05989P,JAK88,Terminal Tanjung Priok - Ancol Barat,0.0,Mikrotrans,52
2023-04-17 10:47:15,2023-04-17 12:18:35,B00685P,P00157,2B,Harapan Indah - ASMI,1.0,Non reguler BRT,91
2023-04-17 11:14:07,2023-04-17 12:58:37,P00051,P00129,6B,Ragunan - MH Thamrin via Semanggi,1.0,Reguler BRT,104
2023-04-17 08:39:57,2023-04-17 10:21:45,B01323P,B04623P,JAK48B,Stasiun Tebet - Kampung Melayu,0.0,Mikrotrans,102
2023-04-17 10:57:35,2023-04-17 12:01:06,P00012,P00104,4C,TU Gas - Bundaran Senayan,1.0,Non reguler BRT,64
2023-04-17 08:22:58,2023-04-17 10:18:46,P00110,P00212,M8,Lebak Bulus - Pasar Baru,1.0,Reguler BRT,116
2023-04-17 09:43:21,2023-04-17 11:10:06,B06557P,B06560P,JAK86,Term. Rawamangun - Term. Manggarai,1.0,Mikrotrans,87
2023-04-17 06:57:12,2023-04-17 07:57:57,B03619P,P00087,9E,Kebayoran Lama - Jelambar,0.0,Non reguler BRT,61
2023-04-17 07:07:17,2023-04-17 08:30:37,B03024P,B04385P,JAK120,JIS - Terminal Muara Angke,0.0,Mikrotrans,83
2023-04-17 09:40:14,2023-04-17 10:45:14,B00495P,B05350P,5M,Kampung Melayu - Tanah Abang via Cikini,1.0,Non reguler BRT,65
2023-04-17 11:27:22,2023-04-17 12:36:04,P00144,P00018,9C,Pinang Ranti - Bundaran Senayan,1.0,Reguler BRT,69
2023-04-17 06:05:04,2023-04-17 07:43:22,B03311P,B05931P,9H,Blok M - Universitas Indonesia,1.0,Non reguler BRT,98
2023-04-17 12:47:30,2023-04-17 14:29:08,B05445P,B06034P,2Q,Gondangdia - Balai Kota,1.0,Non reguler BRT,102
2023-04-17 08:25:48,2023-04-17 09:54:22,P00119,P00071,9C,Pinang Ranti - Bundaran Senayan,0.0,Reguler BRT,89
2023-04-17 11:12:28,2023-04-17 12:24:18,B04789P,P00095,JIS3,Harmoni - Jakarta International Stadium,1.0,Non reguler BRT,72
2023-04-17 06:13:02,2023-04-17 06:46:59,B03010P,B00671P,JAK20,Cawang UKI - Lubang Buaya,1.0,Mikrotrans,34
2023-04-17 10:51:36,2023-04-17 12:17:26,B05519P,B02886P,12A,Pelabuhan Kaliadem - Kota,1.0,Non reguler BRT,86
2023-04-17 08:12:17,2023-04-17 08:50:36,B05653P,B02077P,JAK42,Kampung Melayu - Pondok Kelapa,0.0,Mikrotrans,38
2023-04-17 09:16:23,2023-04-17 11:00:31,B01312P,B04653P,JAK01,Tanjung Priok - Plumpang,0.0,Mikrotrans,104
2023-04-17 07:07:42,2023-04-17 07:33:08,P00001,P00096,13B,Puri Beta - Pancoran Barat,0.0,Tidak Diketahui,25
2023-04-17 13:59:16,2023-04-17 15:33:25,P00230,P00218,1F,Stasiun Palmerah - Bundaran Senayan,0.0,Non reguler BRT,94
2023-04-17 08:43:48,2023-04-17 09:51:05,B00666P,B00194P,B21,Bekasi Timur - Cawang,1.0,Transjabodetabek,67
2023-04-17 11:47:07,2023-04-17 13:26:42,P00090,P00170,9,Pinang Ranti - Pluit,0.0,Reguler BRT,100
2023-04-17 13:08:17,2023-04-17 15:05:48,B05640P,B02800P,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,Non reguler BRT,118
2023-04-17 07:40:37,2023-04-17 08:22:57,B04986P,B02290P,JAK07,Tanah Abang - Grogol via Tawakal,1.0,Mikrotrans,42
2023-04-17 08:48:30,2023-04-17 09:18:41,B04480P,B00520P,JAK37,Cililitan - Condet via Kayu Manis,0.0,Mikrotrans,30
2023-04-17 06:23:19,2023-04-17 07:51:03,B02735P,B02287P,T11,Poris Plawad - Bundaran Senayan,0.0,Transjabodetabek,88
2023-04-17 12:21:52,2023-04-17 13:09:51,B03012P,B02082P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Mikrotrans,48
2023-04-17 10:38:34,2023-04-17 12:35:56,B03005P,B04422P,JAK59,Rawamangun - Tanah Merah,1.0,Mikrotrans,117
2023-04-17 11:35:49,2023-04-17 12:54:48,B01441P,B01291P,JAK56,Grogol - Srengseng,1.0,Mikrotrans,79
2023-04-17 13:29:19,2023-04-17 13:56:11,P00237,P00175,M3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,27
2023-04-17 05:23:21,2023-04-17 06:17:46,B05790P,B05148P,JAK39,Kalimalang - Duren Sawit,1.0,Mikrotrans,54
2023-04-17 11:34:14,2023-04-17 12:28:17,B04065P,B03631P,JAK31,Blok M - Andara,1.0,Mikrotrans,54
2023-04-17 10:45:07,2023-04-17 11:07:17,B00342P,B02391P,6T,Pasar Minggu - Velbak,0.0,Non reguler BRT,22
2023-04-17 13:26:06,2023-04-17 14:02:31,B02141P,B00235P,JAK22,Dwikora - Penas Kalimalang,0.0,Mikrotrans,36
2023-04-17 06:11:12,2023-04-17 14:02:31,B06654P,B03291P,11B,Rusun Rawa Bebek - Penggilingan,1.0,Tidak Diketahui,72
2023-04-17 18:20:07,2023-04-17 19:17:25,B00115P,B04263P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Non reguler BRT,57
2023-04-17 20:54:06,2023-04-17 22:12:53,P00204,P00247,7,Kampung Rambutan - Bidara Cina,1.0,Reguler BRT,79
2023-04-17 16:45:26,2023-04-17 18:17:41,B02538P,B05072P,1E,Pondok Labu - Blok M,1.0,Non reguler BRT,92
2023-04-17 17:19:08,2023-04-17 18:34:33,B00100P,P00194,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Non reguler BRT,75
2023-04-17 19:47:35,2023-04-17 21:37:15,B00171P,B04915P,JAK61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Mikrotrans,110
2023-04-17 15:19:16,2023-04-17 16:19:46,P00071,P00026,1F,Stasiun Palmerah - Bundaran Senayan,0.0,Non reguler BRT,60
2023-04-17 17:13:50,2023-04-17 18:34:42,P00178,P00168,10,Tanjung Priok - PGC 2,1.0,Reguler BRT,81
2023-04-17 16:16:31,2023-04-17 17:39:18,P00087,P00088,M3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,83
2023-04-17 20:53:39,2023-04-17 21:44:24,B06563P,B05714P,JAK120,JIS - Terminal Muara Angke,0.0,Mikrotrans,51
2023-04-17 20:41:55,2023-04-17 21:51:48,B01304P,B02218P,S21,Ciputat - CSW,1.0,Transjabodetabek,70
2023-04-17 18:43:58,2023-04-17 20:20:32,P00157,B02693P,2B,Harapan Indah - ASMI,0.0,Non reguler BRT,97
2023-04-17 16:56:58,2023-04-17 18:23:08,B02145P,B04388P,JAK72,Kampung Rambutan - Pasar Rebo via Poncol,0.0,Mikrotrans,86
2023-04-17 16:59:30,2023-04-17 18:42:01,B01131P,B04167P,JAK53,Grogol - Pos Pengumben via Slipi,1.0,Mikrotrans,103
2023-04-17 16:38:04,2023-04-17 18:30:46,B04077P,B02584P,JAK58,Cilincing - Rorotan,1.0,Mikrotrans,113
2023-04-17 20:17:02,2023-04-17 21:31:06,B00326P,B03314P,1N,Tanah Abang - Blok M,1.0,Non reguler BRT,74
2023-04-17 18:55:35,2023-04-17 20:10:24,P00077,P00052,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,Reguler BRT,75
2023-04-17 20:37:13,2023-04-17 21:30:26,B02414P,B00611P,1K,Cibubur Junction - Blok M,0.0,Royal transjakarta,53
2023-04-17 16:24:38,2023-04-17 18:12:35,B02947P,B06654P,2E,Rusun Rawa Bebek - Kodamar,1.0,Tidak Diketahui,108
2023-04-17 16:12:14,2023-04-17 18:00:17,B00229P,B00148P,S31,Bintaro - Fatmawati,1.0,Royal transjakarta,108
2023-04-17 20:28:41,2023-04-17 21:25:10,B01638P,B05315P,1R,Senen - Tanah Abang,1.0,Non reguler BRT,56
2023-04-17 18:43:45,2023-04-17 19:39:05,B06633P,P00053,6U,Blok M - Pasar Minggu,1.0,Non reguler BRT,55
2023-04-17 19:58:25,2023-04-17 21:48:18,B02408P,B02972P,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,110
2023-04-17 18:13:49,2023-04-17 20:07:57,B00190P,B04320P,1C,Pesanggrahan - Blok M,1.0,Non reguler BRT,114
2023-04-17 18:39:58,2023-04-17 20:20:15,P00028,P00258,2B,Harapan Indah - ASMI,0.0,Non reguler BRT,100
2023-04-17 20:35:03,2023-04-17 22:33:53,P00260,P00087,8A,Jelambar - Juanda,1.0,Tidak Diketahui,119
2023-04-17 18:10:49,2023-04-17 19:15:53,B03138P,B03695P,JAK52,Terminal Kalideres - Terminal Muara Angke,0.0,Mikrotrans,65
2023-04-17 20:23:00,2023-04-17 21:55:03,B03936P,B05068P,JAK13,Tanah Abang - Jembatan Lima,0.0,Mikrotrans,92
2023-04-17 20:55:53,2023-04-17 22:22:53,P00176,P00211,8A,Jelambar - Juanda,1.0,Tidak Diketahui,87
2023-04-17 16:15:14,2023-04-17 18:13:52,B05598P,B06179P,JAK113,Rusun Sindang Koja - Kp. Sawah,0.0,Mikrotrans,119
2023-04-17 19:00:42,2023-04-17 20:56:01,P00145,P00016,M7,Kampung Rambutan - Monas,1.0,Reguler BRT,115
2023-04-17 17:48:13,2023-04-17 19:31:38,P00256,P00051,M1,Blok M - Kota,1.0,Reguler BRT,103
2023-04-17 18:40:35,2023-04-17 20:08:26,B00109P,B02306P,10K,Tanjung Priok - Senen via Taman BMW,1.0,Non reguler BRT,88
2023-04-17 18:18:52,2023-04-17 19:54:50,B00046P,B05549P,JAK24,Senen - Pulo Gadung via Kelapa Gading,1.0,Mikrotrans,96
2023-04-17 17:57:37,2023-04-17 19:48:03,B04227P,B03513P,JAK58,Cilincing - Rorotan,0.0,Mikrotrans,110
2023-04-17 16:28:12,2023-04-17 17:22:37,B05680P,B05266P,D21,Universitas Indonesia - Lebak Bulus,1.0,Transjabodetabek,54
2023-04-17 17:44:02,2023-04-17 19:21:31,P00104,P00204,M7,Kampung Rambutan - Monas,1.0,Reguler BRT,97
2023-04-17 19:26:09,2023-04-17 20:37:40,B04952P,B04293P,JAK54,Grogol - Benhil,1.0,Mikrotrans,72
2023-04-17 17:54:08,2023-04-17 19:37:36,B03283P,B04150P,JAK15,Bulak Turi - Tanjung Priok,0.0,Mikrotrans,103
2023-04-17 17:15:43,2023-04-17 18:48:11,B03291P,B06655P,11B,Rusun Rawa Bebek - Penggilingan,0.0,Tidak Diketahui,92
2023-04-17 18:32:14,2023-04-17 20:25:54,P00172,P00128,8,Lebak Bulus - Pasar Baru via Tomang,1.0,Reguler BRT,114
2023-04-17 18:50:45,2023-04-17 20:25:53,B04825P,B02002P,JAK37,Cililitan - Condet via Kayu Manis,0.0,Mikrotrans,95
2023-04-17 19:50:39,2023-04-17 20:25:53,B00568P,B05721P,5N,Kampung Melayu - Ragunan,0.0,Non reguler BRT,72
2023-04-17 16:29:03,2023-04-17 17:54:13,B01166P,B02681P,JAK60,Kelapa Gading - Rusun Kemayoran,0.0,Mikrotrans,85
2023-04-17 16:05:00,2023-04-17 17:29:03,B03922P,B04125P,JAK33,Pulo Gadung - Kota,1.0,Mikrotrans,84
2023-04-17 16:42:24,2023-04-17 18:10:20,B01004P,B03043P,JAK113,Rusun Sindang Koja - Kp. Sawah,0.0,Mikrotrans,88
2023-04-17 17:56:23,2023-04-17 19:32:46,B06699P,B06700P,JAK118,Taman Waduk Papanggo - Kota Tua,1.0,Mikrotrans,96
2023-04-17 18:19:07,2023-04-17 19:32:46,P00071,P00026,6V,Ragunan - Gelora Bung Karno,1.0,Reguler BRT,72
2023-04-17 16:47:54,2023-04-17 18:41:36,B01677P,B02463P,JAK85,Bintara - Cipinang Indah,1.0,Mikrotrans,114
2023-04-17 18:38:15,2023-04-17 18:41:36,B04137P,B04720P,JAK28,Kp. Rambutan - Taman Wiladatika,1.0,Mikrotrans,72
2023-04-17 16:35:42,2023-04-17 17:48:37,B02762P,B05408P,4B,Stasiun Manggarai - UI,0.0,Non reguler BRT,73
2023-04-17 18:41:36,2023-04-17 19:34:54,B00412P,B00843P,JAK37,Cililitan - Condet via Kayu Manis,0.0,Mikrotrans,53
2023-04-17 18:26:24,2023-04-17 20:11:11,B02330P,B00470P,JAK27,Pulo Gebang - Rorotan,1.0,Mikrotrans,105
2023-04-17 19:04:59,2023-04-17 20:19:37,B00894P,B03323P,JAK120,JIS - Terminal Muara Angke,0.0,Mikrotrans,75
2023-04-17 19:56:36,2023-04-17 21:03:12,B05972P,B05986P,JAK88,Terminal Tanjung Priok - Ancol Barat,0.0,Mikrotrans,67
2023-04-17 16:26:56,2023-04-17 17:29:02,B05752P,B02328P,JAK19,Pinang Ranti - Kampung Rambutan,1.0,Mikrotrans,62
2023-04-17 15:26:16,2023-04-17 16:23:41,B02749P,B01636P,8D,Joglo - Blok M,0.0,Non reguler BRT,57
2023-04-17 15:54:06,2023-04-17 17:00:02,P00202,P00166,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,Reguler BRT,66
2023-04-17 19:03:46,2023-04-17 21:01:37,P00046,P00114,M12,Sunter Boulevard Barat - Penjaringan,0.0,Reguler BRT,118
2023-04-17 16:46:47,2023-04-17 18:42:03,P00254,P00112,M7B,BKN - Blok M,0.0,Tidak Diketahui,115
2023-04-17 20:47:41,2023-04-17 22:21:45,B02012P,B00159P,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,94
2023-04-17 18:54:50,2023-04-17 20:47:05,B04407P,B05255P,JAK40,Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,Mikrotrans,112
2023-04-17 16:44:42,2023-04-17 18:30:53,B06880P,B06881P,JAK77,Tanjung Priok - Jembatan Item,0.0,Mikrotrans,106
2023-04-17 17:26:13,2023-04-17 18:33:28,B00317P,B05696P,2H,Rusun Jati Rawasari - Senen,1.0,Tidak Diketahui,67
2023-04-17 17:09:39,2023-04-17 18:17:19,P00024,P00079,6,Ragunan - Dukuh Atas 2,0.0,Reguler BRT,68
2023-04-17 18:32:09,2023-04-17 20:25:07,B05802P,B03318P,5N,Kampung Melayu - Ragunan,1.0,Non reguler BRT,113
2023-04-17 19:03:28,2023-04-17 20:06:47,B05397P,B02873P,6D,Stasiun Tebet - Karet via Underpass,1.0,Non reguler BRT,63
2023-04-17 17:13:10,2023-04-17 20:06:47,P00134,P00253,5D,PGC 1 - Ancol,0.0,Reguler BRT,72
2023-04-17 15:56:20,2023-04-17 17:25:36,P00039,P00143,9A,PGC 2 - Grogol 2,0.0,Reguler BRT,89
2023-04-17 19:40:46,2023-04-17 21:06:28,P00036,P00035,M10,PGC 2 - Tanjung Priok,0.0,Reguler BRT,86
2023-04-17 19:29:07,2023-04-17 20:38:46,B04995P,B02770P,JAK19,Pinang Ranti - Kampung Rambutan,0.0,Mikrotrans,70
2023-04-17 16:12:38,2023-04-17 17:08:55,P00207,P00038,M2,Pulo Gadung - Monas,1.0,Reguler BRT,56
2023-04-17 18:45:04,2023-04-17 17:08:55,P00071,P00026,1F,Stasiun Palmerah - Bundaran Senayan,1.0,Non reguler BRT,72
2023-04-17 15:18:51,2023-04-17 16:44:19,B01221P,B01574P,JAK27,Pulo Gebang - Rorotan,0.0,Mikrotrans,85
2023-04-17 16:58:19,2023-04-17 18:20:40,P00219,P00122,7F,Kampung Rambutan - Juanda via Pasar Baru,0.0,Reguler BRT,82
2023-04-17 17:21:24,2023-04-17 18:45:04,P00026,P00119,9C,Pinang Ranti - Bundaran Senayan,1.0,Reguler BRT,84
2023-04-17 16:25:38,2023-04-17 17:43:22,B04685P,B03170P,1C,Pesanggrahan - Blok M,0.0,Non reguler BRT,78
2023-04-17 17:50:26,2023-04-17 19:07:41,B04732P,B03935P,JAK61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,Mikrotrans,77
2023-04-17 16:01:11,2023-04-17 17:10:19,P00228,P00085,13D,Puri Beta - Ragunan,1.0,Reguler BRT,69
2023-04-17 19:48:30,2023-04-17 21:10:30,B06184P,B01844P,JAK99,Term. Pulo Gadung - Lampiri,0.0,Mikrotrans,82
2023-04-17 17:48:42,2023-04-17 19:32:11,B00564P,B02847P,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,Tidak Diketahui,103
2023-04-17 16:21:01,2023-04-17 17:49:34,B02183P,B03396P,6C,Stasiun Tebet - Karet via Patra Kuningan,1.0,Non reguler BRT,89
2023-04-17 18:52:21,2023-04-17 20:00:53,B00432P,B05575P,JAK06,Kampung Rambutan - Pondok Gede,0.0,Mikrotrans,69
2023-04-17 18:17:11,2023-04-17 20:09:18,B04101P,B05445P,1H,Tanah Abang - Stasiun Gondangdia,1.0,Non reguler BRT,112
2023-04-17 15:33:59,2023-04-17 17:24:02,B02396P,B01833P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Mikrotrans,110
2023-04-17 16:01:53,2023-04-17 17:33:43,B06073P,B05399P,D32,Cinere - Bundaran Senayan,1.0,Royal transjakarta,92
2023-04-17 20:35:57,2023-04-17 21:42:45,B03285P,P00170,12H,Rusun Penjaringan - Penjaringan,0.0,Tidak Diketahui,67
2023-04-17 20:59:56,2023-04-17 22:06:23,B03850P,B03370P,JAK46,Pasar Minggu - Jagakarsa,1.0,Mikrotrans,66
2023-04-17 20:29:56,2023-04-17 22:08:15,P00085,P00254,6V,Ragunan - Gelora Bung Karno,0.0,Reguler BRT,98
2023-04-17 20:24:34,2023-04-17 21:55:03,P00106,P00136,13C,Puri Beta - Dukuh Atas,0.0,Reguler BRT,90
2023-04-17 20:35:40,2023-04-17 21:30:20,B03296P,B05264P,8C,Kebayoran Lama - Tanah Abang,1.0,Non reguler BRT,55
2023-04-17 17:36:57,2023-04-17 18:45:00,B01388P,B04018P,JAK18,Kalibata - Kuningan,1.0,Mikrotrans,68
2023-04-17 17:32:43,2023-04-17 19:30:25,B01745P,P00095,14,Jakarta International Stadium - Senen,1.0,Non reguler BRT,118
2023-04-17 20:14:18,2023-04-17 21:38:31,B03867P,B04854P,JAK112,Terminal Tanah Merah - Pulo Gadung,0.0,Mikrotrans,84
2023-04-17 16:10:40,2023-04-17 17:29:54,B05344P,B03434P,8K,Batusari - Grogol,0.0,Non reguler BRT,79
2023-04-17 20:52:13,2023-04-17 22:12:06,P00033,P00145,9C,Pinang Ranti - Bundaran Senayan,0.0,Reguler BRT,80
2023-04-17 20:16:48,2023-04-17 22:12:06,B03856P,B03279P,JAK60,Kelapa Gading - Rusun Kemayoran,0.0,Mikrotrans,72
2023-04-17 16:21:08,2023-04-17 18:05:09,B00792P,B03977P,11N,Rusun Cipinang Muara - Jatinegara,1.0,Tidak Diketahui,104
2023-04-17 20:18:48,2023-04-17 21:36:33,B05707P,B01009P,JAK106,Terminal Kampung Melayu - Terminal Klender,1.0,Mikrotrans,78
2023-04-17 18:08:30,2023-04-17 19:48:48,B04188P,B03727P,JAK75,Cililitan - Kp. Pulo,0.0,Mikrotrans,100
2023-04-17 19:20:54,2023-04-17 21:18:22,B02214P,P00230,1B,Stasiun Palmerah - Tosari,1.0,Non reguler BRT,117
2023-04-17 18:00:14,2023-04-17 19:46:50,B04808P,B03978P,8D,Joglo - Blok M,0.0,Non reguler BRT,107
2023-04-17 18:13:35,2023-04-17 19:18:09,B02062P,B05802P,M7B,BKN - Blok M,0.0,Tidak Diketahui,65
2023-04-17 18:05:53,2023-04-17 19:40:45,B03719P,B04571P,JAK80,Rawa Buaya - Rawa Kompeni,1.0,Mikrotrans,95
2023-04-17 16:34:24,2023-04-17 18:13:37,B06654P,B03291P,11B,Rusun Rawa Bebek - Penggilingan,1.0,Tidak Diketahui,99
2023-04-17 15:13:36,2023-04-17 16:19:56,B01994P,B00358P,JAK48B,Stasiun Tebet - Kampung Melayu,1.0,Mikrotrans,66
2023-04-17 19:40:23,2023-04-17 21:14:36,B04359P,B01257P,JAK56,Grogol - Srengseng,0.0,Mikrotrans,94
2023-04-17 15:16:45,2023-04-17 17:08:06,B03270P,B05785P,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,Tidak Diketahui,111
2023-04-17 20:42:47,2023-04-17 21:50:43,B02508P,B05216P,JAK37,Cililitan - Condet via Kayu Manis,0.0,Mikrotrans,68
2023-04-17 15:18:08,2023-04-17 16:13:10,B06039P,B01858P,10A,Rusun Marunda - Tanjung Priok,0.0,Tidak Diketahui,55
2023-04-17 20:32:34,2023-04-17 21:23:03,B05554P,B03137P,JAK60,Kelapa Gading - Rusun Kemayoran,1.0,Mikrotrans,50
2023-04-17 16:49:12,2023-04-17 18:16:34,B00891P,B01416P,JAK19,Pinang Ranti - Kampung Rambutan,0.0,Mikrotrans,87
2023-04-17 17:35:38,2023-04-17 19:30:00,B02044P,B02726P,JAK18,Kalibata - Kuningan,1.0,Mikrotrans,114
2023-04-17 17:16:23,2023-04-17 18:24:07,P00253,P00134,5D,PGC 1 - Ancol,0.0,Reguler BRT,68
2023-04-17 16:04:31,2023-04-17 17:38:17,B00720P,B00224P,2P,Gondangdia - Senen,1.0,Non reguler BRT,94
2023-04-17 17:12:54,2023-04-17 18:22:24,B00589P,B00326P,1P,Senen - Blok M,1.0,Non reguler BRT,70
2023-04-17 20:28:53,2023-04-17 22:10:24,P00211,P00087,8A,Jelambar - Juanda,1.0,Tidak Diketahui,102
2023-04-17 18:47:49,2023-04-17 19:47:04,B01377P,B05718P,JAK19,Pinang Ranti - Kampung Rambutan,1.0,Mikrotrans,59
2023-04-17 18:12:14,2023-04-17 19:42:42,B04245P,B00568P,JAK45,Lebak Bulus - Ragunan,0.0,Mikrotrans,90
2023-04-17 18:05:33,2023-04-17 19:41:45,P00089,P00018,M9,Pinang Ranti - Pluit,1.0,Reguler BRT,96
2023-04-17 15:32:37,2023-04-17 17:23:01,B02266P,B00304P,1H,Tanah Abang - Stasiun Gondangdia,1.0,Non reguler BRT,110
2023-04-17 16:01:03,2023-04-17 17:38:21,B00251P,B06633P,6T,Pasar Minggu - Velbak,1.0,Non reguler BRT,97
2023-04-17 18:03:17,2023-04-17 20:01:11,B01833P,B03307P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Mikrotrans,118
2023-04-17 19:36:15,2023-04-17 21:26:57,B03750P,B02733P,6N,Ragunan - Blok M via Kemang,1.0,Non reguler BRT,111
2023-04-17 15:39:04,2023-04-17 16:58:51,B02486P,B00575P,JAK110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,Mikrotrans,80
2023-04-17 18:10:27,2023-04-17 19:28:06,B05246P,B02663P,JAK80,Rawa Buaya - Rawa Kompeni,1.0,Mikrotrans,78
2023-04-17 19:12:16,2023-04-17 20:06:02,B00538P,B00791P,11N,Rusun Cipinang Muara - Jatinegara,0.0,Tidak Diketahui,54
2023-04-17 20:55:25,2023-04-17 20:06:02,B00304P,B00323P,2Q,Gondangdia - Balai Kota,1.0,Non reguler BRT,72
2023-04-17 16:14:25,2023-04-17 17:17:27,B01843P,B06177P,JAK35,Pangkalan Jati - Rawamangun,1.0,Mikrotrans,63
2023-04-17 15:21:31,2023-04-17 16:38:35,B00248P,P00016,7C,Cibubur - BKN,0.0,Transjabodetabek,77
2023-04-17 17:41:06,2023-04-17 19:23:57,B04564P,B01716P,JAK12,Tanah Abang - Kebayoran Lama via Pos Pengumben,1.0,Mikrotrans,103
2023-04-17 16:09:13,2023-04-17 17:24:50,B06533P,B06540P,JAK86,Term. Rawamangun - Term. Manggarai,0.0,Mikrotrans,76
2023-04-17 18:35:40,2023-04-17 19:30:28,P00191,P00195,2B,Harapan Indah - ASMI,0.0,Non reguler BRT,55
2023-04-17 16:53:42,2023-04-17 18:27:51,P00120,P00222,6A,Ragunan - MH Thamrin via Kuningan,0.0,Reguler BRT,94
2023-04-17 20:38:03,2023-04-17 21:41:17,B00005P,B05703P,D11,Depok - BKN,1.0,Transjabodetabek,63
2023-04-17 16:11:18,2023-04-17 17:44:05,B05067P,B02536P,JAK14,Tanah Abang - Meruya,1.0,Mikrotrans,93
2023-04-17 15:27:25,2023-04-17 16:58:46,B01480P,B05950P,JAK03,Lebak Bulus - Andara,0.0,Mikrotrans,91
